"Time [s]","Moving1.Speed [rpm]"
4.30110000000001,4.36523493109195
4.30245000000001,4.36810639673874
4.30380000000001,4.37061365657518
4.30515000000001,4.37324000894731
4.30650000000001,4.37642444328703
4.30785000000001,4.38010821835557
4.30920000000001,4.38385212143812
4.31055000000002,4.38724125811644
4.31190000000002,4.39009926308518
4.31325000000002,4.39263650812744
4.31460000000002,4.3954209197625
4.31595000000002,4.3987534985441
4.31730000000002,4.40247078325396
4.31865000000002,4.40615490759228
4.32000000000002,4.40946790736333
4.32135000000002,4.41226345948259
4.32270000000002,4.41486452836408
4.32405000000002,4.41776544197744
4.32540000000002,4.42119221702292
4.32675000000002,4.42492070272083
4.32810000000002,4.42852596499715
4.32945000000002,4.43176705389564
4.33080000000002,4.43460859655918
4.33215000000002,4.43736054489653
4.33350000000002,4.44046999362993
4.33485000000002,4.44397136051913
4.33620000000002,4.44764656293778
4.33755000000002,4.45119575759726
4.33890000000002,4.45439775444573
4.34025000000002,4.45733536753294
4.34160000000002,4.46027358467847
4.34295000000002,4.46354220440156
4.34430000000003,4.46710056908695
4.34565000000003,4.47071702425628
4.34700000000003,4.47417572062038
4.34835000000003,4.4773787081204
4.34970000000003,4.48040624786419
4.35105000000003,4.48348124380764
4.35240000000003,4.48686117706318
4.35375000000003,4.49043465252532
4.35510000000003,4.49398008184081
4.35645000000003,4.49738662499422
4.35780000000003,4.50057281383673
4.35915000000003,4.50370604406963
4.36050000000003,4.50693601090046
4.36185000000003,4.51042934351847
4.36320000000003,4.51397623008042
4.36455000000003,4.51743390205501
4.36590000000003,4.52074911561939
4.36725000000003,4.52395116826051
4.36860000000003,4.52716527447466
4.36995000000003,4.53052956777775
4.37130000000003,4.53408386949778
4.37265000000003,4.53758411909657
4.37400000000003,4.54093480821317
4.37535000000003,4.54418964223547
4.37670000000004,4.54734389136749
4.37805000000004,4.55059942285961
4.37940000000004,4.55403942485351
4.38075000000004,4.55760365677168
4.38210000000004,4.56106072470431
4.38345000000004,4.56434570556136
4.38480000000004,4.56756126399091
4.38615000000004,4.57071639152673
4.38750000000004,4.57405012819086
4.38885000000004,4.57759006999476
4.39020000000004,4.58118943390186
